date,cf-release-commit-sha,diego-release-version,garden-runc-release-version,cflinuxfs2-rootfs-release-version,netman-release-version,bosh-lite-commit-sha,aws-stemcell,bosh-lite-stemcell,vsphere-stemcell,aws-director-version,bosh-lite-director-version,vsphere-director-version,aws-acceptance-tests-build-url,bosh-lite-acceptance-tests-build-url,vsphere-acceptance-tests-build-url
2017-01-05T03:25:42Z,b6a338e8c1aa31f2abbc2a9d6a1ec62a3c47e803,1.5.0,1.0.4,1.44.0,0.11.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/250,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/252,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/199
2017-01-05T07:25:43Z,5198155ee18f61dc3719987638ee510f276565bc,1.5.0,1.0.4,1.44.0,0.11.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/251,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/254,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/200
2017-01-05T20:10:27Z,8d277317a9515d49e319722a1925603921a00b26,1.5.0,1.0.4,1.44.0,0.11.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/252,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/255,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/201
2017-01-09T21:12:43Z,dd88d2bcc0fcecb3c9009e0bb59f727b8e9d3f39,1.5.1,1.0.4,1.44.0,0.12.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/257,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/258,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/205
2017-01-10T13:36:38Z,dd88d2bcc0fcecb3c9009e0bb59f727b8e9d3f39,1.5.1,1.1.0,1.44.0,0.12.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/258,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/259,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/206
2017-01-11T03:01:43Z,8bee649598b7a43a5c0cc7c897f075fb30452ef4,1.5.1,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/261,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/261,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/207
2017-01-12T23:48:32Z,96702e86160093f2f11d9c6dbf5f35ddcda54673,1.5.1,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/264,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/265,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/208
2017-01-13T01:33:35Z,238a573ff059c56307d61f7f3d2b3648bfeecde6,1.5.1,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/265,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/266,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/209
2017-01-13T04:54:58Z,76094e1e65e48c90b8a18fd0e462d92ecc4069b3,1.5.1,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/266,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/267,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/210
2017-01-13T12:13:16Z,76094e1e65e48c90b8a18fd0e462d92ecc4069b3,1.5.2,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/267,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/268,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/211
2017-01-13T18:40:15Z,52c7497baf47986b7b6ace0d06d7074bee54363f,1.5.2,1.1.0,1.45.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/270,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/270,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/212
2017-01-13T21:20:31Z,3c6a2755713b62c6750baaf718c2a18e8302ec9e,1.5.2,1.1.0,1.45.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/271,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/271,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/213
2017-01-17T03:49:59Z,493e5077dff689db6b8392580e5e2a602188571e,1.5.3,1.1.1,1.45.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.15,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/275,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/279,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/219
2017-01-17T18:45:45Z,493e5077dff689db6b8392580e5e2a602188571e,1.5.3,1.1.1,1.45.0,0.13.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.15,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/276,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/279,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/219
2017-01-18T20:06:02Z,995c852f4f9a350335784000377e14a4ff0cb21c,1.5.4,1.1.1,1.45.0,0.13.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.15,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/280,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/282,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/221
2017-01-19T00:49:16Z,a29b449d8bc5bc1134e684fad7625212569a4227,1.5.4,1.1.1,1.45.0,0.13.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.15,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/281,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/283,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/222
2017-01-23T23:06:59Z,27101defc1dabd5174632ba4f1be2f66291d271d,1.5.4,1.1.1,1.46.0,0.13.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.15,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/285,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/287,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/223
2017-01-24T20:50:55Z,09e7ab08d6f430f18db85d5d3fdfddf6bef43cef,1.5.4,1.1.1,1.46.0,0.13.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.15,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/286,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/289,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/224
2017-01-26T02:26:47Z,c7787f0e86be16fdceb01b12ea611bb37e9a3405,1.5.4,1.1.1,1.46.0,0.13.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.15,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/288,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/294,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/226
2017-01-26T04:35:10Z,9a36263f52aa014f7f5f004c990f5f442f672ecb,1.5.4,1.1.1,1.46.0,0.13.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.15,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/289,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/295,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/227
2017-01-27T03:27:00Z,b2ea250a913ca137b1cc29fd0eafc30593540176,1.6.0,1.1.1,1.46.0,0.13.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.15,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/291,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/298,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/228
2017-02-03T20:03:18Z,0baa78c36492037407b86a9decd10eba21a367f6,1.6.1,1.1.1,1.48.0,0.14.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.17,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.17,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.17,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/307,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/323,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/244
2017-02-06T00:17:04Z,e5de7cfc5573459e951d6c4a690399057d700190,1.6.1,1.1.1,1.48.0,0.14.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.17,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.17,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.17,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/310,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/325,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/245
2017-02-08T20:25:15Z,aea8dc29c2c7f9712f7fe1c13ceb878cfaa796e6,1.6.2,1.1.1,1.48.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.17,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.17,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.17,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/317,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/332,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/250
2017-02-08T23:25:26Z,b43acf8fc83aa1ac7ad0f547a9c5d16e96a54679,1.6.2,1.1.1,1.48.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.17,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.17,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.17,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/319,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/333,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/253
2017-02-09T05:35:03Z,713037b4ba5b2ff34227ef6a556450ee8fe514a4,1.6.2,1.1.1,1.48.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.17,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.17,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.17,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/320,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/336,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/254
2017-02-09T19:39:47Z,97075168890902c51ecab7dc39873b3b8d6090a6,1.6.2,1.1.1,1.48.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.17,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.17,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.17,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/322,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/337,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/256
2017-02-13T16:58:01Z,08d93643a2e08db4546308bd729e4f96a14d738b,1.6.2,1.1.1,1.49.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.18,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.18,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.18,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/336,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/344,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/264
2017-02-13T22:15:23Z,9036fa29d057d80156509ae19571c8e6e7028f16,1.6.2,1.1.1,1.49.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.18,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.18,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.18,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/338,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/346,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/266
2017-02-14T22:40:47Z,eb70def995d9108cfd91bb1050180c8c77db5f53,1.6.2,1.1.1,1.50.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.18,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.18,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.18,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/344,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/352,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/268
2017-02-15T07:15:45Z,f8f8855dcd66598d8a97e06e483fa869de679408,1.6.2,1.1.1,1.50.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.18,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.18,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.18,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/346,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/353,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/270
2017-02-15T19:09:10Z,f8f8855dcd66598d8a97e06e483fa869de679408,1.7.0,1.1.1,1.50.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.18,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.18,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.18,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/348,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/355,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/271
2017-02-16T04:05:57Z,3ff575b9005951b91b1b1c9bb17129e6bae5135e,1.7.1,1.1.1,1.50.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.18,bosh-warden-boshlite-ubuntu-trusty-go_agent/3363,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3363,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/351,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/358,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/274
2017-02-16T22:02:23Z,e55f52cc0bfa1d2724f9cdf72dcca0da4239afe3,1.7.1,1.1.1,1.50.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.18,bosh-warden-boshlite-ubuntu-trusty-go_agent/3363,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3363,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/353,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/359,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/276
2017-02-17T02:30:31Z,9092c3fcbd8104e1f97f2f528fbc6fcba52b83a6,1.7.1,1.1.1,1.50.0,0.16.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.18,bosh-warden-boshlite-ubuntu-trusty-go_agent/3363,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3363,259.0.0,260.0.0,260.5.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/355,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/361,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/277
